id,begin_coordinates,begin_scanname,end_coordinates,end_scanname
,"418,132",KLAD01557000048,"2413,3590",KLAD01557000049
,"254,150",A16608000037,"3268,1614",A16608000037
,"413,97",KLAD02194000091,"3636,1916",KLAD02194000091
,"2668,129",KLAD03352000008,"2350,3475",KLAD03352000009
,"2866,108",A33864000034,"4852,3750",A33864000034
,"2079,267",KLAD01549000025,"3609,2786",KLAD01549000025
https://archief.amsterdam/indexen/deeds/9d6d21e2-fc9a-666d-e053-b784100a1840,"2565,209",A23645000034,"4236,3335",A23645000034
,"505,239",NOTD00100000036,"2025,2444",NOTD00100000037
,"2958,231",KLAD01899000063,"2852,3839",KLAD01899000064
,"261,129",A30998000057,"2384,3743",A30998000057
https://archief.amsterdam/indexen/deeds/9d6d21e0-4e2f-666d-e053-b784100a1840,"325,2073",A30761000005,"5118,2775",A30761000005
https://archief.amsterdam/indexen/deeds/9d6d21e2-1156-666d-e053-b784100a1840,"2748,174",A20015000029,"4911,3274",A20015000029
,"508,123",A30981000023,"2371,3748",A30981000023
https://archief.amsterdam/indexen/deeds/d0092ad0-a6c1-1a7b-e053-b784100aab8a,"733,342",NOTG00054000115,"2968,2128",NOTG00054000115
https://archief.amsterdam/indexen/deeds/e557c10e-eb25-7dcb-e053-b784100a971b,"2751,109",KLAC01164000021,"2527,1230",KLAC01164000022
,"2172,125",KLAD02222000042,"3615,957",KLAD02222000042
,"2726,95",KLAD03195000017,"4772,3703",KLAD03195000017
https://archief.amsterdam/indexen/deeds/bebf5fd4-aeae-1e00-e053-b784100af734,"2761,77",KLAG03343000094,"4943,2536",KLAG03343000094
https://archief.amsterdam/indexen/deeds/9d6d21e2-8329-666d-e053-b784100a1840,"576,152",A23656000107,"2186,2757",A23656000107
,"510,139",KLAD02331000037,"3592,2645",KLAD02331000037
https://archief.amsterdam/indexen/deeds/d0092ad0-a6ce-1a7b-e053-b784100aab8a,"786,2132",NOTG00054000150,"2918,3925",NOTG00054000150
,"2993,143",KLAB03099000099,"5125,3763",KLAB03099000099
https://archief.amsterdam/indexen/deeds/9d6d21e1-a526-666d-e053-b784100a1840,"2102,50",A23651000147,"3838,2948",A23651000147
https://archief.amsterdam/indexen/deeds/9d6d21e3-9fad-666d-e053-b784100a1840,"2144,74",A20362000126,"3563,2686",A20362000126
https://archief.amsterdam/indexen/deeds/9d6d21e0-ba3a-666d-e053-b784100a1840,"2367,75",A23650000188,"4267,3210",A23650000188
https://archief.amsterdam/indexen/deeds/9d6d21e3-67f4-666d-e053-b784100a1840,"2537,121",A23648000120,"4375,3301",A23648000120
,"464,108",KLAD02233000028,"1789,2706",KLAD02233000028
,"825,176",A24963000139,"4961,1809",A24963000139
https://archief.amsterdam/indexen/deeds/9d6d21e2-1157-666d-e053-b784100a1840,"2415,226",A23656000147,"3910,2385",A23656000147
,"471,116",A32698000089,"2450,3579",A32698000089
,"590,1863",KLAD01928000110,"4895,2253",KLAD01928000110
,"2832,158",A32698000115,"4825,2966",A32698000115
,"245,176",A16415000011,"1634,2575",A16415000011
,"533,204",A33628000154,"2642,3866",A33628000154
https://archief.amsterdam/indexen/deeds/a3cb51cc-0a8d-50ee-e053-b784100a6caf,"2931,170",KLAB05562000193,"4900,3038",KLAB05562000193
https://archief.amsterdam/indexen/deeds/9d6d21e0-ba3c-666d-e053-b784100a1840,"146,144",A23650000154,"2116,3182",A23650000154
,"2245,135",A25702000110,"1860,2794",A25702000111
,"2852,1631",A26673000065,"2461,1238",A26673000066
https://archief.amsterdam/indexen/deeds/d0092ad0-a71e-1a7b-e053-b784100aab8a,"922,293",NOTG00054000200,"3003,2147",NOTG00054000200
https://archief.amsterdam/indexen/deeds/9d6d21e2-832c-666d-e053-b784100a1840,"2436,143",A23646000183,"4161,3060",A23646000183
,"364,131",A33864000030,"2394,3750",A33864000030
,"552,175",A31025000102,"2687,3743",A31025000102
,"282,148",KLAD02194000070,"1871,2558",KLAD02194000070
,"471,632",KLAD01960000027,"2468,3353",KLAD01960000027
,"785,2044",KLAC01212000190,"5163,2582",KLAC01212000190
,"479,178",A26736000049,"2380,3859",A26736000049
,"493,212",A33853000071,"2555,3792",A33853000071
https://archief.amsterdam/indexen/deeds/9d6d21e2-8a78-666d-e053-b784100a1840,"2145,80",A23651000029,"3914,2919",A23651000029
,"2800,210",A32419000075,"2495,2845",A32419000077
,"823,203",KLAD01899000273,"2776,3783",KLAD01899000273
https://archief.amsterdam/indexen/deeds/9d6d21e3-6e87-666d-e053-b784100a1840,"3259,144",A30768000170,"2578,3872",A30768000173
https://archief.amsterdam/indexen/deeds/9d6d21e0-4754-666d-e053-b784100a1840,"2513,261",A23659000068,"4319,2916",A23659000068
,"2955,138",A26669000096,"2577,1980",A26669000097
,"2893,113",A30981000058,"4783,3741",A30981000058
https://archief.amsterdam/indexen/deeds/bebf5fd5-1b3a-1e00-e053-b784100af734,"2863,192",KLAG03343000028,"5008,3275",KLAG03343000028
,"2747,212",A33642000020,"4892,3496",A33642000020
,"2808,197",KLAC01212000012,"4804,3756",KLAC01212000013
https://archief.amsterdam/indexen/deeds/9d6d21e2-18bb-666d-e053-b784100a1840,"2052,49",A20362000091,"3468,2580",A20362000091
https://archief.amsterdam/indexen/deeds/9d6d21e2-f5f1-666d-e053-b784100a1840,"2522,139",A23648000111,"4393,3344",A23648000111
,"123,59",KLAD01948000051,"1557,1300",KLAD01948000052
https://archief.amsterdam/indexen/deeds/e557c10f-1506-7dcb-e053-b784100a971b,"497,241",KLAB05555000058,"2469,3429",KLAB05555000058
https://archief.amsterdam/indexen/deeds/9d6d21e0-ba78-666d-e053-b784100a1840,"399,124",A23658000094,"2190,2871",A23658000094
https://archief.amsterdam/indexen/deeds/9d6d21e1-a4c6-666d-e053-b784100a1840,"210,89",A30772000027,"1755,2680",A30772000027
https://archief.amsterdam/indexen/deeds/9d6d21e1-9ed3-666d-e053-b784100a1840,"108,124",A23650000198,"2180,3204",A23650000198
https://archief.amsterdam/indexen/deeds/9d6d21e3-c482-666d-e053-b784100a1840,"2311,85",A23653000039,"4223,3062",A23653000039
,"304,133",A16128000044,"2530,2798",A16128000044
,"2132,163",KLAD02222000010,"3552,2770",KLAD02222000010
,"2791,1853",A26673000004,"4908,3769",A26673000004
https://archief.amsterdam/indexen/deeds/9d6d21e2-119c-666d-e053-b784100a1840,"2356,113",A23655000133,"4252,2912",A23655000133
,"290,752",A16581000121,"3480,2150",A16581000121
https://archief.amsterdam/indexen/deeds/e557c10e-ffd6-7dcb-e053-b784100a971b,"530,352",KLAB05555000036,"2433,3720",KLAB05555000036
,"542,123",KLAD01887000055,"4857,3511",KLAD01887000055
,"346,181",A20014000020,"2527,3767",A20014000020
,"2759,157",A26720000053,"2364,2143",A26720000054
https://archief.amsterdam/indexen/deeds/9d6d21e2-8a8e-666d-e053-b784100a1840,"2443,119",A23654000065,"4068,3056",A23654000065
https://archief.amsterdam/indexen/deeds/d0092ad0-a7ba-1a7b-e053-b784100aab8a,"715,2235",NOTG00054000138,"3027,3944",NOTG00054000138
https://archief.amsterdam/indexen/deeds/d0092ad0-a7bd-1a7b-e053-b784100aab8a,"841,309",NOTG00054000158,"3034,2077",NOTG00054000158
https://archief.amsterdam/indexen/deeds/9d6d21e0-4ee7-666d-e053-b784100a1840,"332,125",A30708000090,"3696,2834",A30708000090
,"2889,148",A26673000036,"4869,3763",A26673000036
,"401,157",A26720000045,"2342,1701",A26720000045
,"2827,136",KLAD01885000174,"4875,3663",KLAD01885000174
https://archief.amsterdam/indexen/deeds/9d6d21e1-9ed4-666d-e053-b784100a1840,"2436,120",A23658000140,"4152,620",A23658000140
,"3003,451",A30705000028,"5312,3875",A30705000028
,"437,168",A33853000030,"4898,3766",A33853000030
https://archief.amsterdam/indexen/deeds/9d6d21df-d5b0-666d-e053-b784100a1840,"2380,79",A23650000108,"4250,3168",A23650000108
,"541,161",A32698000108,"2553,3452",A32698000108
https://archief.amsterdam/indexen/deeds/9d6d21df-d5b1-666d-e053-b784100a1840,"2388,118",A23647000013,"4215,3307",A23647000013
https://archief.amsterdam/indexen/deeds/e557c10e-eb2b-7dcb-e053-b784100a971b,"529,187",KLAB04781000189,"2457,3819",KLAB04781000189
,"2464,97",A32396000095,"4385,2776",A32396000095
https://archief.amsterdam/indexen/deeds/d0092ad0-a80c-1a7b-e053-b784100aab8a,"2997,310",NOTG00054000388,"5207,3786",NOTG00054000388
,"3017,180",KLAB03099000237,"2655,3777",KLAB03099000238
,"2308,154",A25702000120,"3698,2800",A25702000121
https://archief.amsterdam/indexen/deeds/9d6d21e3-6f85-666d-e053-b784100a1840,"288,218",A23645000320,"2339,3310",A23645000320
https://archief.amsterdam/indexen/deeds/9d6d21df-dcfa-666d-e053-b784100a1840,"2248,319",A23651000163,"3837,2914",A23651000163
https://archief.amsterdam/indexen/deeds/9d6d21e2-8372-666d-e053-b784100a1840,"125,184",A23650000241,"2156,3188",A23650000241
,"239,191",A16581000118,"1778,2670",A16581000118
,"313,88",KLAD01936000102,"2587,3744",KLAD01936000102
,"1852,120",A16039000048,"3237,2467",A16039000048
https://archief.amsterdam/indexen/deeds/9d6d21e2-8373-666d-e053-b784100a1840,"247,231",A23646000200,"2153,3059",A23646000200
,"449,145",A32406000005,"4252,3275",A32406000005
https://archief.amsterdam/indexen/deeds/9d6d21e0-4757-666d-e053-b784100a1840,"2478,143",A23648000123,"4346,3321",A23648000123
,"2810,169",A32419000093,"4956,3617",A32419000093
https://archief.amsterdam/indexen/deeds/d0092ad0-a850-1a7b-e053-b784100aab8a,"842,284",NOTG00054000096,"2842,2000",NOTG00054000096
,"3162,215",KLAC01212000211,"5195,3800",KLAC01212000211
,"2959,176",A26673000116,"4958,3777",A26673000116
https://archief.amsterdam/indexen/deeds/9d6d21e0-2e39-666d-e053-b784100a1840,"2040,153",A30746000015,"1832,1317",A30746000016
,"2816,164",A20014000084,"5047,3747",A20014000084
https://archief.amsterdam/indexen/deeds/9d6d21e2-f5f4-666d-e053-b784100a1840,"504,209",A23657000099,"2052,2920",A23657000099
https://archief.amsterdam/indexen/deeds/d0092ad0-a85d-1a7b-e053-b784100aab8a,"855,318",NOTG00054000254,"2797,3345",NOTG00054000254
,"377,161",A33642000007,"4760,2367",A33642000007
,"2888,154",A24966000073,"5090,3417",A24966000073
https://archief.amsterdam/indexen/deeds/9d6d21e3-c486-666d-e053-b784100a1840,"2537,102",A23647000157,"4345,3278",A23647000157
https://archief.amsterdam/indexen/deeds/9d6d21df-d5f6-666d-e053-b784100a1840,"2290,150",A23653000109,"4110,3006",A23653000109
,"208,84",A33621000010,"5016,1924",A33621000010
,"2064,266",KLAD01549000032,"3567,2795",KLAD01549000032
https://archief.amsterdam/indexen/deeds/9d6d21e1-3375-666d-e053-b784100a1840,"2530,174",A23645000019,"4242,3338",A23645000019
,"247,1605",KLAD01971000021,"1787,1105",KLAD01971000022
https://archief.amsterdam/indexen/deeds/a3cb51cc-543d-50ee-e053-b784100a6caf,"629,187",KLAB05562000161,"2581,3810",KLAB05562000161
,"702,94",KLAD03194000115,"2675,3719",KLAD03194000115
,"2021,104",KLAD02179000033,"3548,1861",KLAD02179000033
https://archief.amsterdam/indexen/deeds/9d6d21e0-bac6-666d-e053-b784100a1840,"276,195",A23648000050,"2145,3248",A23648000050
https://archief.amsterdam/indexen/deeds/e557c10f-69c3-7dcb-e053-b784100a971b,"708,175",KLAC01164000204,"5217,3072",KLAC01164000204
,"652,1290",A33853000078,"4917,3839",A33853000078
https://archief.amsterdam/indexen/deeds/e557c10e-aabf-7dcb-e053-b784100a971b,"543,121",KLAB04781000117,"2550,3255",KLAB04781000117
https://archief.amsterdam/indexen/deeds/e557c10e-eb37-7dcb-e053-b784100a971b,"3050,211",KLAC01164000179,"5127,3190",KLAC01164000179
,"238,1255",A30998000007,"4878,1533",A30998000007
https://archief.amsterdam/indexen/deeds/9d6d21e2-fdd3-666d-e053-b784100a1840,"150,56",A20362000043,"1642,2595",A20362000043
https://archief.amsterdam/indexen/deeds/9d6d21e3-c487-666d-e053-b784100a1840,"2800,270",A20015000073,"5004,3590",A20015000073
https://archief.amsterdam/indexen/deeds/d0092ad0-a8f6-1a7b-e053-b784100aab8a,"235,197",A23644000034,"2359,3772",A23644000034
,"214,124",KLAD01960000015,"2445,3389",KLAD01960000015
,"2787,119",A33621000031,"4974,3275",A33621000031
https://archief.amsterdam/indexen/deeds/9d6d21e2-8b31-666d-e053-b784100a1840,"324,204",A23645000205,"2323,3315",A23645000205
,"401,114",KLAD02233000061,"1750,2730",KLAD02233000061
https://archief.amsterdam/indexen/deeds/a3cb51cc-5443-50ee-e053-b784100a6caf,"3159,201",KLAB05562000198,"5018,3761",KLAB05562000198
,"338,146",A32396000039,"4274,1665",A32396000039
https://archief.amsterdam/indexen/deeds/e557c10f-3f4f-7dcb-e053-b784100a971b,"2906,186",KLAB05555000046,"4894,2781",KLAB05555000046
,"2912,100",KLAB05520000158,"4913,3555",KLAB05520000158
,"111,72",KLAD02350000060,"2520,3664",KLAD02350000060
https://archief.amsterdam/indexen/deeds/9d6d21e3-6885-666d-e053-b784100a1840,"322,218",A23655000032,"2108,2894",A23655000032
,"2896,173",NOTC00998000051,"2570,1890",NOTC00998000052
https://archief.amsterdam/indexen/deeds/9d6d21e0-7ed2-666d-e053-b784100a1840,"2087,1144",A30746000033,"1867,1344",A30746000034
,"2110,105",KLAD01555000048,"3726,2882",KLAD01555000048
,"2097,62",KLAD02179000026,"3531,2417",KLAD02179000026
https://archief.amsterdam/indexen/deeds/9d6d21e3-7019-666d-e053-b784100a1840,"585,201",A23645000303,"2362,3327",A23645000303
,"378,141",KLAD01958000116,"1905,2690",KLAD01958000116
,"2829,193",KLAD01887000036,"4884,1778",KLAD01887000036
,"2871,107",KLAD01928000038,"2577,1440",KLAD01928000039
https://archief.amsterdam/indexen/deeds/9d6d21e1-a5d7-666d-e053-b784100a1840,"669,201",A30768000060,"5191,1961",A30768000060
https://archief.amsterdam/indexen/deeds/9d6d21e3-c48a-666d-e053-b784100a1840,"294,132",A23653000130,"2053,2649",A23653000130
,"2813,175",A26736000117,"4633,3829",A26736000117
https://archief.amsterdam/indexen/deeds/9d6d21e1-9f18-666d-e053-b784100a1840,"2347,275",A23655000159,"4267,3173",A23655000159
,"300,135",KLAD01877000093,"3656,1790",KLAD01877000093
,"683,167",A24963000119,"2552,3839",A24963000119
https://archief.amsterdam/indexen/deeds/9d6d21e3-68d1-666d-e053-b784100a1840,"356,217",A23656000026,"2048,2448",A23656000026
,"258,167",A16128000024,"2506,3098",A16128000024
,"2214,1282",A25702000129,"1876,2805",A25702000130
,"2037,88",KLAD02194000077,"3616,2638",KLAD02194000077
,"619,153",A26673000094,"2569,3597",A26673000094
https://archief.amsterdam/indexen/deeds/9d6d21e1-a617-666d-e053-b784100a1840,"526,2031",A30768000067,"5081,3627",A30768000067
,"639,189",A26669000163,"4957,1815",A26669000163
,"2887,134",A24966000040,"4902,3149",A24966000040
https://archief.amsterdam/indexen/deeds/d0092ad0-a991-1a7b-e053-b784100aab8a,"3182,327",NOTG00054000367,"5541,3278",NOTG00054000367
https://archief.amsterdam/indexen/deeds/9d6d21e2-8420-666d-e053-b784100a1840,"442,151",A23658000090,"2233,2387",A23658000090
,"265,153",KLAD01877000130,"1852,2676",KLAD01877000130
,"566,145",KLAD03198000102,"2553,3784",KLAD03198000102
https://archief.amsterdam/indexen/deeds/e557c10f-3f57-7dcb-e053-b784100a971b,"2980,199",KLAC01164000083,"2643,1411",KLAC01164000084
https://archief.amsterdam/indexen/deeds/9d6d21e2-f676-666d-e053-b784100a1840,"2323,151",A23657000082,"4227,2543",A23657000082
https://archief.amsterdam/indexen/deeds/d0092ad0-a9d3-1a7b-e053-b784100aab8a,"158,185",A23644000085,"2421,3705",A23644000085
https://archief.amsterdam/indexen/deeds/9d6d21e1-9f5f-666d-e053-b784100a1840,"412,129",A23656000093,"2073,2606",A23656000093
,"547,186",A26720000125,"4976,3557",A26720000125
,"414,189",KLAD01928000129,"2629,3719",KLAD01928000129
https://archief.amsterdam/indexen/deeds/d0092ad0-a9d7-1a7b-e053-b784100aab8a,"3246,1456",NOTG00054000279,"5435,3916",NOTG00054000279
,"554,445",A30705000028,"2765,4145",A30705000028
,"395,130",NOTC00997000048,"2634,3523",NOTC00997000048
,"224,145",A16607000055,"3585,996",A16607000055
https://archief.amsterdam/indexen/deeds/9d6d21e2-fe02-666d-e053-b784100a1840,"2213,69",A23651000074,"3871,2922",A23651000074
,"2568,1487",A23539000048,"4096,3202",A23539000048
https://archief.amsterdam/indexen/deeds/9d6d21e2-19ae-666d-e053-b784100a1840,"263,192",A23645000315,"2379,3315",A23645000315
,"378,136",A16039000007,"3254,2537",A16039000007
https://archief.amsterdam/indexen/deeds/d0092ad0-aa26-1a7b-e053-b784100aab8a,"3150,379",NOTG00054000290,"5255,3914",NOTG00054000290
,"2836,140",A30981000114,"4811,3753",A30981000115
,"2873,2088",A20014000074,"2613,2156",A20014000075
https://archief.amsterdam/indexen/deeds/9d6d21e2-fe92-666d-e053-b784100a1840,"2541,158",A23654000183,"3966,3180",A23654000183
https://archief.amsterdam/indexen/deeds/9d6d21e3-705d-666d-e053-b784100a1840,"284,188",A23645000260,"2343,3313",A23645000260
,"781,214",KLAD01899000259,"2815,3659",KLAD01899000259
https://archief.amsterdam/indexen/deeds/9d6d21e3-68d3-666d-e053-b784100a1840,"2398,224",A23652000087,"4433,3056",A23652000087
https://archief.amsterdam/indexen/deeds/e557c10f-54d1-7dcb-e053-b784100a971b,"650,135",KLAB04781000120,"5194,3857",KLAB04781000120
,"429,122",KLAD01840000154,"3717,2652",KLAD01840000154
https://archief.amsterdam/indexen/deeds/9d6d21e2-fed2-666d-e053-b784100a1840,"3108,176",A30768000066,"2625,2062",A30768000067
,"2178,130",KLAD02194000064,"3599,2708",KLAD02194000064
,"345,137",KLAD01983000012,"4750,1762",KLAD01983000012
,"805,1817",KLAC01212000161,"5147,3021",KLAC01212000161
,"244,119",KLAD01936000041,"5059,1547",KLAD01936000041
,"2761,157",A33628000002,"5168,3909",A33628000002
,"2186,147",KLAD01840000195,"1868,2105",KLAD01840000196
https://archief.amsterdam/indexen/deeds/d0092ad0-aa80-1a7b-e053-b784100aab8a,"919,374",NOTG00054000280,"2952,3411",NOTG00054000280
,"2093,82",KLAD02179000008,"3594,2747",KLAD02179000008
,"359,130",KLAD01840000143,"1989,2685",KLAD01840000143
,"4446,287",KLAB04820000203,"3581,5558",KLAB04820000204
,"2770,222",A20014000012,"2473,3163",A20014000013
https://archief.amsterdam/indexen/deeds/9d6d21e1-2dba-666d-e053-b784100a1840,"2491,204",A23647000024,"4255,3256",A23647000024
https://archief.amsterdam/indexen/deeds/9d6d21e2-1267-666d-e053-b784100a1840,"172,188",A23650000179,"2139,3197",A23650000179
https://archief.amsterdam/indexen/deeds/9d6d21df-d681-666d-e053-b784100a1840,"472,222",A23652000133,"2415,2637",A23652000133
,"2744,208",KLAG05092000028,"2477,3851",KLAG05092000029
,"680,225",KLAC01212000212,"2734,3500",KLAC01212000212
,"450,110",KLAB05520000153,"2496,3778",KLAB05520000153
,"387,187",KLAB05564000143,"2536,3462",KLAB05564000143
,"2881,453",A30705000049,"5588,4230",A30705000049
,"2748,2167",KLAG05131000019,"2410,1744",KLAG05131000020
https://archief.amsterdam/indexen/deeds/9d6d21e2-8c99-666d-e053-b784100a1840,"141,1531",A20362000094,"3466,2569",A20362000094
,"489,201",A20014000037,"2608,3832",A20014000037
https://archief.amsterdam/indexen/deeds/e557c10f-3f6c-7dcb-e053-b784100a971b,"3106,179",KLAC01164000213,"5282,3700",KLAC01164000213
,"2501,103",A32396000092,"4304,3329",A32396000092
https://archief.amsterdam/indexen/deeds/9d6d21e2-8462-666d-e053-b784100a1840,"2917,146",A20015000133,"5085,3187",A20015000133
https://archief.amsterdam/indexen/deeds/9d6d21e2-8bb3-666d-e053-b784100a1840,"2609,193",A23645000269,"4438,3323",A23645000269
,"453,157",KLAD01983000085,"2558,3680",KLAD01983000085
https://archief.amsterdam/indexen/deeds/9d6d21e0-bb5b-666d-e053-b784100a1840,"2320,217",A23657000104,"4194,2914",A23657000104
,"2448,97",A32396000087,"2281,3019",A32396000088
,"498,132",KLAB05564000028,"4876,1007",KLAB05564000028
,"2977,149",KLAB03099000091,"5086,3725",KLAB03099000092
,"890,198",KLAB04820000109,"3552,5514",KLAB04820000109
,"423,137",KLAD03197000043,"4740,3693",KLAD03197000043
,"2079,109",KLAD02179000035,"1893,1890",KLAD02179000036
,"1961,88",KLAD01958000039,"3557,2703",KLAD01958000039
,"2900,208",KLAD01978000138,"4879,3792",KLAD01978000138
,"456,85",KLAG03197000008,"4964,2648",KLAG03197000008
,"2525,115",KLAD03196000004,"2311,3804",KLAD03196000005
https://archief.amsterdam/indexen/deeds/9d6d21e3-6912-666d-e053-b784100a1840,"2243,136",A23658000043,"4087,2831",A23658000043
,"2674,165",A33641000053,"2303,2537",A33641000054
https://archief.amsterdam/indexen/deeds/9d6d21e1-2dbd-666d-e053-b784100a1840,"2312,113",A23660000018,"4123,2836",A23660000018
