id,label,xywh,scanname
https://archief.amsterdam/indexen/deeds/9d6d21df-d287-666d-e053-b784100a1840?location=Location2,Mechelen,"1167,1545,198,74",A20362000029
https://archief.amsterdam/indexen/deeds/9d6d21df-d287-666d-e053-b784100a1840?location=Location3,Engelandt,"666,726,248,69",A20362000029
https://archief.amsterdam/indexen/deeds/9d6d21df-d287-666d-e053-b784100a1840?location=Location4,Bahia,"976,1300,166,66",A20362000029
https://archief.amsterdam/indexen/deeds/9d6d21df-d287-666d-e053-b784100a1840?location=Location5,Worcum in Vrieslandt,"1583,464,228,64",A20362000029
https://archief.amsterdam/indexen/deeds/9d6d21df-d287-666d-e053-b784100a1840?location=Location6,Breuckelen,"676,601,254,76",A20362000029
https://archief.amsterdam/indexen/deeds/9d6d21e0-d91a-666d-e053-b784100a1840?location=Location1,Leijden,"827,549,357,87",A23647000114
https://archief.amsterdam/indexen/deeds/d0092ad0-69f7-1a7b-e053-b784100aab8a?location=Location1,Rouaen in Franckr,"1612,913,762,140",NOTG00054000323
https://archief.amsterdam/indexen/deeds/e557c10e-b88a-7dcb-e053-b784100a971b?location=Location1,Diemen,"2509,469,210,98",KLAC01164000065
https://archief.amsterdam/indexen/deeds/bebf5fd4-cedf-1e00-e053-b784100af734?location=Location1,Nieucoop,"3889,2668,322,98",KLAG03343000115
https://archief.amsterdam/indexen/deeds/9d6d21e0-5db9-666d-e053-b784100a1840?location=Location1,Rotterdam,"1080,583,393,105",A23649000017
https://archief.amsterdam/indexen/deeds/d0092ad0-6a39-1a7b-e053-b784100aab8a?location=Location1,Praegh,"5050,1436,267,102",NOTG00054000126
https://archief.amsterdam/indexen/deeds/d0092ad0-6a39-1a7b-e053-b784100aab8a?location=Location2,Tennit,"4965,728,268,100",NOTG00054000126
https://archief.amsterdam/indexen/deeds/9d6d21e1-bdfc-666d-e053-b784100a1840?location=Location1,Bergen,"3302,1740,168,61",A23653000183
https://archief.amsterdam/indexen/deeds/9d6d21e1-bdfc-666d-e053-b784100a1840?location=Location2,Cassel,"3206,1673,257,64",A23653000183
https://archief.amsterdam/indexen/deeds/9d6d21e0-d91b-666d-e053-b784100a1840?location=Location1,Vaalkerck,"3159,1729,399,115",A23650000133
https://archief.amsterdam/indexen/deeds/9d6d21e0-d91b-666d-e053-b784100a1840?location=Location2,Sanker in Schotlt.,"3108,498,621,88",A23650000133
https://archief.amsterdam/indexen/deeds/9d6d21e1-4b91-666d-e053-b784100a1840?location=Location1,Edenburgh in Schotland,"1660,651,601,95",A23646000126
https://archief.amsterdam/indexen/deeds/9d6d21e1-4b91-666d-e053-b784100a1840?location=Location2,Engelandt,"1563,1773,318,102",A23646000126
https://archief.amsterdam/indexen/deeds/d0092ad0-6a80-1a7b-e053-b784100aab8a?location=Location1,Bergen op den Zoom,"1806,746,502,81",NOTG00054000033
https://archief.amsterdam/indexen/deeds/d0092ad0-6a83-1a7b-e053-b784100aab8a?location=Location1,Dubblen in Irlandt,"5199,716,361,158",NOTG00054000236
https://archief.amsterdam/indexen/deeds/9d6d21e3-1464-666d-e053-b784100a1840?location=Location1,Weenom,"1726,546,276,76",A23659000020
https://archief.amsterdam/indexen/deeds/9d6d21df-f46b-666d-e053-b784100a1840?location=Location1,Libberich,"1853,1849,332,86",A23655000115
https://archief.amsterdam/indexen/deeds/9d6d21df-f46b-666d-e053-b784100a1840?location=Location2,Vakerck in Schotlt.,"979,443,590,79",A23655000115
https://archief.amsterdam/indexen/deeds/9d6d21df-f46b-666d-e053-b784100a1840?location=Location3,Brasil,"2022,2000,194,98",A23655000115
https://archief.amsterdam/indexen/deeds/9d6d21e2-30dd-666d-e053-b784100a1840?location=Location1,Hertsfeldt,"2530,362,401,75",A23656000076
https://archief.amsterdam/indexen/deeds/9d6d21e2-30dd-666d-e053-b784100a1840?location=Location2,Iserloon,"3226,1433,250,75",A23656000076
https://archief.amsterdam/indexen/deeds/9d6d21e2-30dd-666d-e053-b784100a1840?location=Location3,Breslau,"2481,1382,254,82",A23656000076
https://archief.amsterdam/indexen/deeds/9d6d21df-ebaa-666d-e053-b784100a1840?location=Location1,Duijns in Engelant,"944,590,689,101",A23649000091
https://archief.amsterdam/indexen/deeds/e557c10e-e304-7dcb-e053-b784100a971b?location=Location1,Catwout,"3915,401,320,63",KLAB04781000090
https://archief.amsterdam/indexen/deeds/e557c10e-e304-7dcb-e053-b784100a971b?location=Location2,Munnickendam,"4370,717,488,76",KLAB04781000090
https://archief.amsterdam/indexen/deeds/9d6d21e2-a2bc-666d-e053-b784100a1840?location=Location1,Cleeff,"2705,442,241,74",A23653000172
https://archief.amsterdam/indexen/deeds/9d6d21e3-f03f-666d-e053-b784100a1840?location=Location1,Schotland,"2266,455,303,79",A20362000053
https://archief.amsterdam/indexen/deeds/9d6d21e3-f03f-666d-e053-b784100a1840?location=Location2,Brasil,"2646,883,219,57",A20362000053
https://archief.amsterdam/indexen/deeds/9d6d21e3-f03f-666d-e053-b784100a1840?location=Location3,Grol,"2760,686,175,61",A20362000053
https://archief.amsterdam/indexen/deeds/9d6d21e3-f03f-666d-e053-b784100a1840?location=Location4,Edenborgh,"2787,352,290,65",A20362000053
https://archief.amsterdam/indexen/deeds/9d6d21e3-f03f-666d-e053-b784100a1840?location=Location5,Salkrick,"3063,430,216,55",A20362000053
https://archief.amsterdam/indexen/deeds/d0092ad0-6b1e-1a7b-e053-b784100aab8a?location=Location1,Troerbagh in onder Phalts,"3924,930,898,74",NOTG00054000366
https://archief.amsterdam/indexen/deeds/d0092ad0-6b1e-1a7b-e053-b784100aab8a?location=Location2,Parnambuco,"5170,2186,390,103",NOTG00054000366
https://archief.amsterdam/indexen/deeds/9d6d21e2-30e0-666d-e053-b784100a1840?location=Location1,Lion,"976,1884,143,95",A23653000217
https://archief.amsterdam/indexen/deeds/9d6d21e2-30e0-666d-e053-b784100a1840?location=Location2,Eckelveur,"989,493,374,93",A23653000217
https://archief.amsterdam/indexen/deeds/9d6d21e2-30e0-666d-e053-b784100a1840?location=Location3,Wassenberch,"1658,1929,465,84",A23653000217
https://archief.amsterdam/indexen/deeds/d0092ad0-6b2c-1a7b-e053-b784100aab8a?location=Location1,Keunincxsteijn van Francfort an Mijne,"4649,711,995,104",NOTG00054000254
https://archief.amsterdam/indexen/deeds/d0092ad0-6b2c-1a7b-e053-b784100aab8a?location=Location2,Creefhausen,"3738,2238,526,114",NOTG00054000254
https://archief.amsterdam/indexen/deeds/d0092ad0-6b2c-1a7b-e053-b784100aab8a?location=Location3,Scherbrou in Jarcchier,"5135,2235,394,114",NOTG00054000254
https://archief.amsterdam/indexen/deeds/9d6d21e1-4bd0-666d-e053-b784100a1840?location=Location1,Brasil,"2036,647,167,88",A23658000087
https://archief.amsterdam/indexen/deeds/9d6d21e1-4bd0-666d-e053-b784100a1840?location=Location2,Halberstadt,"1208,2071,399,91",A23658000087
https://archief.amsterdam/indexen/deeds/9d6d21e1-4bd0-666d-e053-b784100a1840?location=Location3,Jeddel in Schotlandt,"768,502,560,92",A23658000087
https://archief.amsterdam/indexen/deeds/d0092ad0-6b39-1a7b-e053-b784100aab8a?location=Location1,Hamburgh,"1492,413,431,132",A23644000070
https://archief.amsterdam/indexen/deeds/d0092ad0-6b46-1a7b-e053-b784100aab8a?location=Location1,Lieuwarden,"2692,2314,412,136",NOTG00054000193
https://archief.amsterdam/indexen/deeds/9d6d21e3-146a-666d-e053-b784100a1840?location=Location1,Totnis in Engelandt,"1472,493,567,67",A23657000014
https://archief.amsterdam/indexen/deeds/9d6d21e3-146a-666d-e053-b784100a1840?location=Location2,Are,"1008,1953,147,66",A23657000014
https://archief.amsterdam/indexen/deeds/9d6d21e2-80f8-666d-e053-b784100a1840?location=Location1,Flinchier in Engelandt,"1697,755,859,117",A30768000126
https://archief.amsterdam/indexen/deeds/9d6d21e2-80f8-666d-e053-b784100a1840?location=Location2,Parnambuco op 't Reciff,"1982,2254,961,115",A30768000126
https://archief.amsterdam/indexen/deeds/9d6d21e2-80f8-666d-e053-b784100a1840?location=Location3,Brasil,"2390,870,243,86",A30768000126
https://archief.amsterdam/indexen/deeds/9d6d21e2-80f8-666d-e053-b784100a1840?location=Location4,Rio le Grand,"2577,1877,372,110",A30768000126
https://archief.amsterdam/indexen/deeds/9d6d21e2-80f8-666d-e053-b784100a1840?location=Location5,Gronigen,"2696,960,250,99",A30768000126
https://archief.amsterdam/indexen/deeds/9d6d21e2-80f8-666d-e053-b784100a1840?location=Location6,Glasterchier,"2608,1068,349,90",A30768000126
https://archief.amsterdam/indexen/deeds/9d6d21e0-45b3-666d-e053-b784100a1840?location=Location1,Reckelijckhousen,"3672,916,704,92",A30761000044
https://archief.amsterdam/indexen/deeds/9d6d21e0-45b3-666d-e053-b784100a1840?location=Location2,Vrijheijt Horst,"3438,2498,898,95",A30761000044
https://archief.amsterdam/indexen/deeds/9d6d21e0-45b3-666d-e053-b784100a1840?location=Location3,Der Horst,"4719,1468,396,79",A30761000044
https://archief.amsterdam/indexen/deeds/e557c10e-e362-7dcb-e053-b784100a971b?location=Location1,Brasil,"4369,3051,195,38",KLAB04781000234
https://archief.amsterdam/indexen/deeds/e557c10e-e362-7dcb-e053-b784100a971b?location=Location2,Meckelenburgh,"3626,628,574,83",KLAB04781000234
https://archief.amsterdam/indexen/deeds/e557c10e-e362-7dcb-e053-b784100a971b?location=Location3,Jeveren,"4186,432,279,115",KLAB04781000234
https://archief.amsterdam/indexen/deeds/e557c10e-e362-7dcb-e053-b784100a971b?location=Location4,Hoffburch,"4048,684,362,105",KLAB04781000234
https://archief.amsterdam/indexen/deeds/e557c10e-a33d-7dcb-e053-b784100a971b?location=Location1,Eijbergen,"1535,983,418,107",KLAC01164000171
https://archief.amsterdam/indexen/deeds/e557c10e-a33d-7dcb-e053-b784100a971b?location=Location2,Brasil,"1642,583,267,88",KLAC01164000171
https://archief.amsterdam/indexen/deeds/e557c10e-a33d-7dcb-e053-b784100a971b?location=Location3,Norenb.,"2450,1304,352,94",KLAC01164000171
https://archief.amsterdam/indexen/deeds/e557c10e-b83c-7dcb-e053-b784100a971b?location=Location1,Swartesluijs,"3956,548,523,105",KLAC01164000169
https://archief.amsterdam/indexen/deeds/e557c10e-b83c-7dcb-e053-b784100a971b?location=Location2,Oostindien,"4884,1609,281,119",KLAC01164000169
https://archief.amsterdam/indexen/deeds/e557c10e-b83c-7dcb-e053-b784100a971b?location=Location3,Meppel,"1553,2060,382,86",KLAC01164000170
https://archief.amsterdam/indexen/deeds/9d6d21e2-30e2-666d-e053-b784100a1840?location=Location1,Bordeux,"759,799,314,80",A23646000013
https://archief.amsterdam/indexen/deeds/9d6d21e2-30e2-666d-e053-b784100a1840?location=Location2,Wellin int lant van Luijck,"1754,1748,431,99",A23646000013
https://archief.amsterdam/indexen/deeds/9d6d21e0-6763-666d-e053-b784100a1840?location=Location1,Roppin,"2225,1863,155,81",A23652000093
https://archief.amsterdam/indexen/deeds/9d6d21e0-6763-666d-e053-b784100a1840?location=Location2,Bremen,"1784,1932,265,89",A23652000093
https://archief.amsterdam/indexen/deeds/9d6d21e0-6763-666d-e053-b784100a1840?location=Location3,Housum,"1980,573,261,84",A23652000093
https://archief.amsterdam/indexen/deeds/d0092ad0-6bb7-1a7b-e053-b784100aab8a?location=Location1,Greuningen,"1164,1671,494,123",A23644000230
https://archief.amsterdam/indexen/deeds/d0092ad0-6bb7-1a7b-e053-b784100aab8a?location=Location2,Haerlem,"1178,491,354,144",A23644000230
https://archief.amsterdam/indexen/deeds/9d6d21e3-146c-666d-e053-b784100a1840?location=Location1,Lubecq,"3380,544,365,99",A20015000061
https://archief.amsterdam/indexen/deeds/9d6d21e3-146c-666d-e053-b784100a1840?location=Location2,Nieu Nederlandt,"3959,614,485,66",A20015000061
https://archief.amsterdam/indexen/deeds/9d6d21e2-30e3-666d-e053-b784100a1840?location=Location1,Khemmet,"971,1290,282,53",A23653000031
https://archief.amsterdam/indexen/deeds/9d6d21e2-30e3-666d-e053-b784100a1840?location=Location2,Koningsbergen,"1823,400,286,81",A23653000031
https://archief.amsterdam/indexen/deeds/9d6d21e2-30e3-666d-e053-b784100a1840?location=Location3,Gendt,"636,1330,258,73",A23653000031
https://archief.amsterdam/indexen/deeds/9d6d21df-f4a8-666d-e053-b784100a1840?location=Location1,Angola,"1980,427,123,59",A23653000050
https://archief.amsterdam/indexen/deeds/9d6d21df-f4a8-666d-e053-b784100a1840?location=Location2,Dantsich,"1673,338,276,71",A23653000050
https://archief.amsterdam/indexen/deeds/9d6d21df-f4a8-666d-e053-b784100a1840?location=Location3,Fredrickstadt,"973,2065,343,56",A23653000050
https://archief.amsterdam/indexen/deeds/9d6d21e3-6635-666d-e053-b784100a1840?location=Location1,Meurs,"3957,1983,250,69",A23654000131
https://archief.amsterdam/indexen/deeds/9d6d21e3-6635-666d-e053-b784100a1840?location=Location2,'s Gravenhage,"3385,2068,432,75",A23654000131
https://archief.amsterdam/indexen/deeds/9d6d21e3-6635-666d-e053-b784100a1840?location=Location3,Hamborgh,"3452,402,362,79",A23654000131
https://archief.amsterdam/indexen/deeds/9d6d21e0-d95c-666d-e053-b784100a1840?location=Location1,Mentz,"795,477,363,69",A23653000154
https://archief.amsterdam/indexen/deeds/9d6d21e0-d95c-666d-e053-b784100a1840?location=Location2,Manchester in Engelt.,"1616,1661,493,56",A23653000154
https://archief.amsterdam/indexen/deeds/9d6d21e0-d95c-666d-e053-b784100a1840?location=Location3,Francfort am Main,"658,1632,497,61",A23653000154
https://archief.amsterdam/indexen/deeds/9d6d21e1-be43-666d-e053-b784100a1840?location=Location1,Femel,"2031,1636,186,121",A23650000133
https://archief.amsterdam/indexen/deeds/9d6d21e1-be43-666d-e053-b784100a1840?location=Location2,Nijten,"882,475,302,74",A23650000133
https://archief.amsterdam/indexen/deeds/9d6d21e1-4bd5-666d-e053-b784100a1840?location=Location1,Jeneve,"1358,501,296,77",A23655000017
https://archief.amsterdam/indexen/deeds/9d6d21e3-f0af-666d-e053-b784100a1840?location=Location1,Oldenzael,"2809,1848,283,97",A23654000109
https://archief.amsterdam/indexen/deeds/9d6d21e3-f0af-666d-e053-b784100a1840?location=Location2,Leijden,"3439,395,246,73",A23654000109
https://archief.amsterdam/indexen/deeds/9d6d21e3-f0af-666d-e053-b784100a1840?location=Location3,Kunnegem,"3749,1877,327,65",A23654000109
https://archief.amsterdam/indexen/deeds/9d6d21e3-86ab-666d-e053-b784100a1840?location=Location1,Clammorgenschier in Walsch Engelant,"3469,473,609,62",A23658000006
https://archief.amsterdam/indexen/deeds/9d6d21e3-86ab-666d-e053-b784100a1840?location=Location2,Bresil,"3019,2003,181,72",A23658000006
https://archief.amsterdam/indexen/deeds/9d6d21e3-86ab-666d-e053-b784100a1840?location=Location3,Brestou in Wals Engelant,"2711,1925,943,79",A23658000006
https://archief.amsterdam/indexen/deeds/9d6d21e0-4601-666d-e053-b784100a1840?location=Location1,Den Ham,"1567,977,389,114",A30768000115
https://archief.amsterdam/indexen/deeds/9d6d21e0-4601-666d-e053-b784100a1840?location=Location2,Weerdt,"1119,708,379,105",A30768000115
https://archief.amsterdam/indexen/deeds/9d6d21e1-4c1e-666d-e053-b784100a1840?location=Location1,Ceulen,"753,628,162,83",A23652000030
https://archief.amsterdam/indexen/deeds/9d6d21e1-4c1e-666d-e053-b784100a1840?location=Location2,Zielst,"907,2277,322,110",A23652000030
https://archief.amsterdam/indexen/deeds/9d6d21e3-86ae-666d-e053-b784100a1840?location=Location1,Ansloo,"3525,514,181,73",A23653000023
https://archief.amsterdam/indexen/deeds/9d6d21e1-9c00-666d-e053-b784100a1840?location=Location1,Bahia,"2542,851,296,101",A30768000159
https://archief.amsterdam/indexen/deeds/9d6d21e1-9c00-666d-e053-b784100a1840?location=Location2,Aecken,"4360,2616,474,120",A30768000158
https://archief.amsterdam/indexen/deeds/9d6d21e1-9c00-666d-e053-b784100a1840?location=Location3,Bremen,"2487,359,357,103",A30768000159
https://archief.amsterdam/indexen/deeds/9d6d21e1-9c00-666d-e053-b784100a1840?location=Location4,Brasil,"4348,2905,373,116",A30768000158
https://archief.amsterdam/indexen/deeds/9d6d21e1-9c00-666d-e053-b784100a1840?location=Location5,Spangien,"4498,3180,371,108",A30768000158
https://archief.amsterdam/indexen/deeds/9d6d21e1-9c00-666d-e053-b784100a1840?location=Location6,Antwerpen,"4962,2993,309,118",A30768000158
https://archief.amsterdam/indexen/deeds/9d6d21e2-81d4-666d-e053-b784100a1840?location=Location1,Schotlant,"1718,1068,386,118",A30708000019
https://archief.amsterdam/indexen/deeds/9d6d21e2-81d4-666d-e053-b784100a1840?location=Location2,Brasil,"1705,736,305,100",A30708000019
https://archief.amsterdam/indexen/deeds/9d6d21e2-81d4-666d-e053-b784100a1840?location=Location3,Luckstadt,"1097,620,443,107",A30708000019
https://archief.amsterdam/indexen/deeds/9d6d21e0-67ac-666d-e053-b784100a1840?location=Location1,Noorwegen,"3818,1964,303,75",A23658000104
https://archief.amsterdam/indexen/deeds/9d6d21e0-67ac-666d-e053-b784100a1840?location=Location2,Groeningen,"3231,442,310,63",A23658000104
https://archief.amsterdam/indexen/deeds/9d6d21e2-a33a-666d-e053-b784100a1840?location=Location1,Londen in Engelandt,"3318,493,780,68",A23655000013
https://archief.amsterdam/indexen/deeds/9d6d21e2-a33a-666d-e053-b784100a1840?location=Location2,Seelandt,"3872,646,302,92",A23655000013
https://archief.amsterdam/indexen/deeds/9d6d21e2-a33a-666d-e053-b784100a1840?location=Location3,Campen,"2829,2014,237,62",A23655000013
https://archief.amsterdam/indexen/deeds/9d6d21e2-a33a-666d-e053-b784100a1840?location=Location4,Weenen in Oostenrijck,"3699,1982,517,92",A23655000013
https://archief.amsterdam/indexen/deeds/9d6d21e2-9a69-666d-e053-b784100a1840?location=Location1,Abbeveile,"2931,745,383,78",A23645000298
https://archief.amsterdam/indexen/deeds/9d6d21df-f4e5-666d-e053-b784100a1840?location=Location1,Alckmaer,"1026,346,346,76",A23658000192
https://archief.amsterdam/indexen/deeds/e557c10f-4d62-7dcb-e053-b784100a971b?location=Location1,Moson,"1550,1271,185,88",KLAB04781000199
https://archief.amsterdam/indexen/deeds/e557c10f-4d62-7dcb-e053-b784100a971b?location=Location2,Brasil,"1003,1452,206,80",KLAB04781000199
https://archief.amsterdam/indexen/deeds/9d6d21df-f4e6-666d-e053-b784100a1840?location=Location1,Sleeswijck in Oostlant,"876,653,746,97",A23648000063
https://archief.amsterdam/indexen/deeds/d0092ad0-6cb7-1a7b-e053-b784100aab8a?location=Location1,Kugh in Denemercken,"2068,2172,845,116",NOTG00054000159
https://archief.amsterdam/indexen/deeds/d0092ad0-6cb7-1a7b-e053-b784100aab8a?location=Location2,Stendorp,"2026,2815,347,116",NOTG00054000159
https://archief.amsterdam/indexen/deeds/9d6d21e3-86b1-666d-e053-b784100a1840?location=Location1,Leijden,"2669,667,223,100",A23646000127
https://archief.amsterdam/indexen/deeds/9d6d21e2-a33b-666d-e053-b784100a1840?location=Location1,Limmerick,"3941,1866,391,65",A23652000165
https://archief.amsterdam/indexen/deeds/9d6d21e2-a33b-666d-e053-b784100a1840?location=Location2,Weesel,"2997,538,312,85",A23652000165
https://archief.amsterdam/indexen/deeds/9d6d21e2-a33b-666d-e053-b784100a1840?location=Location3,Vlissingh,"3770,1784,315,82",A23652000165
https://archief.amsterdam/indexen/deeds/bebf5fd5-054a-1e00-e053-b784100af734?location=Location1,Groenlant,"3280,730,389,79",KLAG03343000112
https://archief.amsterdam/indexen/deeds/bebf5fd5-054a-1e00-e053-b784100af734?location=Location2,Doccum,"4060,497,297,78",KLAG03343000112
https://archief.amsterdam/indexen/deeds/bebf5fd5-054a-1e00-e053-b784100af734?location=Location3,Ulpendam,"4551,651,351,77",KLAG03343000112
https://archief.amsterdam/indexen/deeds/bebf5fd5-054a-1e00-e053-b784100af734?location=Location4,Veur in Holstain,"3683,1477,522,77",KLAG03343000112
https://archief.amsterdam/indexen/deeds/9d6d21e0-67ae-666d-e053-b784100a1840?location=Location1,Lubecq,"817,665,374,87",A23647000032
https://archief.amsterdam/indexen/deeds/9d6d21e0-67ae-666d-e053-b784100a1840?location=Location2,Straelsunt,"1748,2651,285,68",A23647000032
https://archief.amsterdam/indexen/deeds/9d6d21e2-a33c-666d-e053-b784100a1840?location=Location1,Amelandt,"2233,334,407,97",A20015000088
https://archief.amsterdam/indexen/deeds/d0092ad0-6d08-1a7b-e053-b784100aab8a?location=Location1,Brussel,"4794,770,407,123",NOTG00054000289
https://archief.amsterdam/indexen/deeds/9d6d21e0-67ee-666d-e053-b784100a1840?location=Location1,Delft,"1551,2608,185,62",A23646000237
https://archief.amsterdam/indexen/deeds/9d6d21e0-67ee-666d-e053-b784100a1840?location=Location2,Bergen in Norwegen,"1767,2535,544,49",A23646000237
https://archief.amsterdam/indexen/deeds/9d6d21e0-67ee-666d-e053-b784100a1840?location=Location3,Gottenburgh,"928,810,520,103",A23646000237
https://archief.amsterdam/indexen/deeds/d0092ad0-6d51-1a7b-e053-b784100aab8a?location=Location1,Embden,"2383,941,401,124",NOTG00054000406
https://archief.amsterdam/indexen/deeds/9d6d21e0-46bf-666d-e053-b784100a1840?location=Location1,Brasil,"1724,1168,336,111",A30768000028
https://archief.amsterdam/indexen/deeds/9d6d21e0-46bf-666d-e053-b784100a1840?location=Location2,Antwerpen,"2406,1114,421,103",A30768000028
https://archief.amsterdam/indexen/deeds/9d6d21e2-a374-666d-e053-b784100a1840?location=Location1,Nimmegen,"2718,578,348,67",A23659000022
https://archief.amsterdam/indexen/deeds/9d6d21e2-a374-666d-e053-b784100a1840?location=Location2,Noorwegen,"3692,1802,447,67",A23659000022
https://archief.amsterdam/indexen/deeds/a3cb51cc-2078-50ee-e053-b784100a6caf?location=Location1,Alckmaer,"2202,895,413,83",KLAB05562000060
https://archief.amsterdam/indexen/deeds/9d6d21e3-0ce1-666d-e053-b784100a1840?location=Location1,Antwerpen,"1445,1328,346,70",A23651000133
https://archief.amsterdam/indexen/deeds/9d6d21e3-0ce1-666d-e053-b784100a1840?location=Location2,Nuerenburch,"1443,389,366,72",A23651000133
https://archief.amsterdam/indexen/deeds/9d6d21e1-4c65-666d-e053-b784100a1840?location=Location1,Jarcchier,"975,685,396,79",A23648000011
https://archief.amsterdam/indexen/deeds/9d6d21e1-4c65-666d-e053-b784100a1840?location=Location2,Essix,"704,2333,355,92",A23648000011
https://archief.amsterdam/indexen/deeds/9d6d21e3-86f2-666d-e053-b784100a1840?location=Location1,Roodtacker,"3081,1573,350,66",A23661000040
https://archief.amsterdam/indexen/deeds/9d6d21e3-86f2-666d-e053-b784100a1840?location=Location2,Quaeckenbruch,"3596,356,262,69",A23661000040
https://archief.amsterdam/indexen/deeds/a3cb51cc-5168-50ee-e053-b784100a6caf?location=Location1,Taranta,"4789,2221,295,93",KLAB05562000200
https://archief.amsterdam/indexen/deeds/a3cb51cc-5168-50ee-e053-b784100a6caf?location=Location2,Golpho bij Taranta,"3911,1696,681,86",KLAB05562000200
https://archief.amsterdam/indexen/deeds/a3cb51cc-5168-50ee-e053-b784100a6caf?location=Location3,Rotterdam,"4182,918,340,83",KLAB05562000200
https://archief.amsterdam/indexen/deeds/a3cb51cc-5168-50ee-e053-b784100a6caf?location=Location4,Golphe van Venetien,"3339,1786,712,84",KLAB05562000200
https://archief.amsterdam/indexen/deeds/a3cb51cc-5168-50ee-e053-b784100a6caf?location=Location5,Noorwegen,"4536,571,352,81",KLAB05562000200
https://archief.amsterdam/indexen/deeds/a3cb51cc-5168-50ee-e053-b784100a6caf?location=Location6,Middellantsche Zee,"3255,1631,726,76",KLAB05562000200
https://archief.amsterdam/indexen/deeds/a3cb51cc-5168-50ee-e053-b784100a6caf?location=Location7,Heringhuijsen,"4226,390,433,106",KLAB05562000200
https://archief.amsterdam/indexen/deeds/9d6d21e3-8732-666d-e053-b784100a1840?location=Location1,Vollenhoven,"1348,1870,359,76",A23658000005
https://archief.amsterdam/indexen/deeds/9d6d21e3-8732-666d-e053-b784100a1840?location=Location2,Meer in Engelant,"981,474,557,76",A23658000005
https://archief.amsterdam/indexen/deeds/9d6d21df-f551-666d-e053-b784100a1840?location=Location1,Bacherach,"954,572,383,80",A23647000188
https://archief.amsterdam/indexen/deeds/9d6d21e2-319f-666d-e053-b784100a1840?location=Location1,Jarck,"737,1896,241,73",A23650000097
https://archief.amsterdam/indexen/deeds/9d6d21e2-319f-666d-e053-b784100a1840?location=Location2,Emmerick,"1347,1928,342,79",A23650000097
https://archief.amsterdam/indexen/deeds/9d6d21e2-319f-666d-e053-b784100a1840?location=Location3,Posen,"1749,523,251,60",A23650000097
https://archief.amsterdam/indexen/deeds/d0092ad0-6e2a-1a7b-e053-b784100aab8a?location=Location1,Dondij,"1679,2771,318,122",NOTG00054000051
https://archief.amsterdam/indexen/deeds/d0092ad0-6e2b-1a7b-e053-b784100aab8a?location=Location1,Bergen op den Soom,"857,543,694,146",A23644000166
https://archief.amsterdam/indexen/deeds/9d6d21e0-682b-666d-e053-b784100a1840?location=Location1,Londen,"1597,486,262,72",A23660000041
https://archief.amsterdam/indexen/deeds/9d6d21e1-bf0f-666d-e053-b784100a1840?location=Location1,Veuren bij Duijnkercken,"1449,559,721,77",A23657000114
https://archief.amsterdam/indexen/deeds/9d6d21e1-bf0f-666d-e053-b784100a1840?location=Location2,Loopick boven Utrecht,"914,1826,784,62",A23657000114
https://archief.amsterdam/indexen/deeds/d0092ad0-6e35-1a7b-e053-b784100aab8a?location=Location1,Hanou in Duitslandt,"4667,927,780,130",NOTG00054000217
https://archief.amsterdam/indexen/deeds/9d6d21e3-67ac-666d-e053-b784100a1840?location=Location1,Middellantsche see,"1522,821,355,58",A20362000088
https://archief.amsterdam/indexen/deeds/9d6d21e0-682c-666d-e053-b784100a1840?location=Location1,Maaslantsluijs,"3644,517,520,80",A23650000090
https://archief.amsterdam/indexen/deeds/d0092ad0-6e41-1a7b-e053-b784100aab8a?location=Location1,Rotterdam,"2632,3304,274,113",NOTG00054000089
https://archief.amsterdam/indexen/deeds/d0092ad0-6e41-1a7b-e053-b784100aab8a?location=Location2,Bendorff bij Corelens,"2126,2366,794,88",NOTG00054000089
https://archief.amsterdam/indexen/deeds/d0092ad0-6e41-1a7b-e053-b784100aab8a?location=Location3,Vandosme,"2051,3412,418,107",NOTG00054000089
https://archief.amsterdam/indexen/deeds/9d6d21e3-ff72-666d-e053-b784100a1840?location=Location1,Bergen,"705,726,428,78",A23647000016
https://archief.amsterdam/indexen/deeds/9d6d21e2-a3b7-666d-e053-b784100a1840?location=Location1,Dumbischeer in Eecxem,"1254,434,757,76",A23653000214
https://archief.amsterdam/indexen/deeds/9d6d21e2-a3b7-666d-e053-b784100a1840?location=Location2,Welcheer in Brommom,"976,1825,808,63",A23653000214
https://archief.amsterdam/indexen/deeds/9d6d21e0-da1f-666d-e053-b784100a1840?location=Location1,Denemarcken,"1092,414,380,63",A23653000111
https://archief.amsterdam/indexen/deeds/e557c10e-a806-7dcb-e053-b784100a971b?location=Location1,Saenredam,"3449,557,439,101",KLAC01164000219
https://archief.amsterdam/indexen/deeds/e557c10e-a806-7dcb-e053-b784100a971b?location=Location2,Arum,"4313,726,223,96",KLAC01164000219
https://archief.amsterdam/indexen/deeds/9d6d21e3-ff74-666d-e053-b784100a1840?location=Location1,Housum,"3484,2234,280,73",A23650000054
https://archief.amsterdam/indexen/deeds/9d6d21e3-ff74-666d-e053-b784100a1840?location=Location2,Stendel,"2720,584,599,82",A23650000054
https://archief.amsterdam/indexen/deeds/d0092ad0-6e8e-1a7b-e053-b784100aab8a?location=Location1,Out Brandenb,"1171,496,621,175",A23644000073
